Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Legend of Zelda: Majora's Mask,2000,1.9,0.67,0.73,0.06,3.36
Far Cry 3,2012,0.88,1.7,0.1,0.67,3.35
Rugrats: Search For Reptar,1998,1.63,1.53,0,0.18,3.34
English Training: Have Fun Improving Your Skills!,2006,0,0.99,2.32,0.02,3.33
James Bond 007: Nightfire,2002,1.45,1.29,0.12,0.46,3.33
Ratchet & Clank,2002,1.44,1.01,0.57,0.3,3.33
Monster Hunter X,2015,0.27,0.21,2.79,0.05,3.32
Star Wars Episode III: Revenge of the Sith,2005,1.47,1.39,0.03,0.43,3.32
The Legend of Zelda: Spirit Tracks,2009,1.4,0.91,0.74,0.26,3.31
Max Payne,2001,1.99,1.05,0.05,0.22,3.31
Assassin's Creed IV: Black Flag,2013,1.9,1.11,0.01,0.29,3.3
The Lord of the Rings: The Return of the King,2003,1.5,1.28,0.05,0.46,3.28
Yokai Watch 2 Ganso/Honke,2014,0.09,0,3.18,0.01,3.28
Gears of War: Ultimate Edition,2015,2.61,0.33,0,0.34,3.28
True Crime: Streets of LA,2003,1.89,1.05,0.02,0.31,3.27
Professor Layton and the Unwound Future,2008,0.6,1.57,0.82,0.27,3.26
Gran Turismo (PSP),2009,0.5,1.58,0.31,0.87,3.25
FIFA 16,2015,0.89,2.12,0,0.24,3.25
Wii Music,2008,1.35,1.11,0.46,0.32,3.25
Tekken,1995,0.95,1.3,0.77,0.22,3.24
Madden NFL 16,2015,2.34,0.3,0,0.6,3.24
Gran Turismo 6,2013,0.72,1.67,0.4,0.44,3.23
Halo: The Master Chief Collection,2014,1.91,1,0.03,0.29,3.23
007: Tomorrow Never Dies,1999,1.72,1.33,0,0.16,3.21
Super Mario Maker,2015,1.18,0.89,0.94,0.2,3.21
WWF SmackDown! 2: Know Your Role,2000,1.76,1.21,0.07,0.16,3.2
Baseball,1983,0.73,0.1,2.35,0.02,3.2
Killer Instinct,1995,2.26,0.72,0.12,0.1,3.2
Dragon Quest VI: Maboroshi no Daichi,1995,0,0,3.19,0,3.19
God of War: Chains of Olympus,2008,1.48,1,0.04,0.66,3.18
Enter the Matrix,2003,1.78,1.12,0.09,0.19,3.18
Crisis Core: Final Fantasy VII,2007,1.35,0.59,0.8,0.43,3.18
Dance Central,2010,2.15,0.76,0.01,0.26,3.17
L.A. Noire,2011,1.27,1.29,0.12,0.49,3.17
Ace Combat 04: Shattered Skies,2001,2.06,0.56,0.38,0.17,3.17
Animal Crossing,2001,1.92,0.16,0.99,0.09,3.15
FIFA Soccer 08,2007,0.68,0,0,2.46,3.14
Club Penguin: Elite Penguin Force,2008,1.87,0.97,0,0.3,3.14
Spider-Man,2000,1.7,1.25,0.02,0.16,3.13
Mario Party 9,2012,1.06,1.09,0.76,0.22,3.13
Need for Speed III: Hot Pursuit,1998,2.14,0.86,0,0.13,3.12
Star Wars Episode I Racer,1999,2.31,0.62,0.14,0.04,3.12
Sonic Rush,2005,1.21,1.56,0.06,0.29,3.12
Dragon Warrior IV,1990,0.08,0,3.03,0.01,3.12
Rhythm Heaven,2008,0.55,0.5,1.93,0.13,3.11
Fallout: New Vegas,2010,1.52,1.03,0.1,0.46,3.11
Personal Trainer: Cooking,2006,0.9,1,1.03,0.17,3.11
The Elder Scrolls IV: Oblivion,2007,1.69,0.85,0.14,0.43,3.1
The Legend of Zelda: A Link Between Worlds,2013,1.4,1.01,0.46,0.23,3.1
Resident Evil 6,2012,0.88,0.94,0.88,0.4,3.1
Mass Effect 2,2010,1.99,0.81,0.03,0.27,3.1
Dragon Ball Z: Budokai,2002,2.17,0.28,0.55,0.08,3.09
Madden NFL 2002,2001,2.5,0.16,0.01,0.42,3.08
World Class Track Meet,1986,1.92,0.45,0.64,0.07,3.08
Donkey Kong,1994,1.57,0.62,0.55,0.34,3.07
The Sims: Vacation,2002,1.72,1.21,0,0.14,3.07
LEGO Batman: The Videogame,N/A,1.8,0.97,0,0.29,3.06
Animal Crossing: Happy Home Designer,2015,0.51,1.02,1.4,0.12,3.05
The Sims 4,2014,1,1.82,0,0.23,3.05
Borderlands 2,2012,1.89,0.88,0.04,0.25,3.05
LEGO Batman: The Videogame,2008,1.75,1.01,0,0.29,3.05
Kung Fu Panda,2008,1.91,0.84,0,0.29,3.04
Mass Effect 3,2012,1.94,0.84,0.03,0.24,3.04
Heavy Rain,2010,1.29,1.21,0.06,0.47,3.03
Rayman,1995,1.54,1.33,0,0.16,3.03
Saints Row 2,2008,1.94,0.79,0.02,0.28,3.03
Tom Clancy's Splinter Cell,2002,1.85,1.04,0,0.13,3.02
Mike Tyson's Punch-Out!!,1987,2.03,0.47,0.45,0.07,3.02
WWE SmackDown! Shut Your Mouth,2002,1.45,1.13,0.07,0.38,3.02
FIFA 14,2013,0.61,1.85,0.11,0.44,3.01
Killzone 2,2009,1.4,1.06,0.08,0.47,3.01
Far Cry 3,2012,1.38,1.32,0.02,0.28,3
Epic Mickey,2010,2.04,0.63,0.12,0.22,3
NBA 2K13,2012,2.6,0.2,0.01,0.19,3
Dragon Ball Z: Budokai Tenkaichi 3,2007,1.15,0,0.76,1.09,3
wwe Smackdown vs. Raw 2006,N/A,1.57,1.02,0,0.41,3
Star Fox,1993,1.61,0.51,0.8,0.07,2.99
The Sims: Livin Large,2000,1.67,1.18,0,0.13,2.99
World Soccer Winning Eleven 6 International,2002,0.12,1.26,1.16,0.45,2.99
Devil May Cry,2001,1.36,0.86,0.64,0.13,2.99
Star Wars: The Old Republic,2011,1.58,1.01,0,0.38,2.96
Middle-Earth: Shadow of Mordor,2014,1.01,1.43,0.05,0.47,2.96
Sonic Heroes,2003,1.04,1.37,0.06,0.49,2.96
Hitman 2: Silent Assassin,2002,1.36,1.15,0.04,0.41,2.96
Titanfall,2014,1.84,0.8,0.04,0.27,2.95
Battlefield: Bad Company 2,2010,1.33,1.1,0.08,0.44,2.95
Wave Race 64,1996,1.98,0.58,0.34,0.04,2.94
SOCOM II: U.S. Navy SEALs,2003,2.22,0.51,0.06,0.15,2.94
WWE SmackDown! vs. RAW 2006,2005,1.45,1.11,0.04,0.33,2.94
Pac-Man Collection,2001,2.07,0.77,0.05,0.05,2.94
Street Fighter IV,2009,1.82,0.7,0.15,0.26,2.94
inFAMOUS,2009,1.76,0.68,0.12,0.37,2.93
Kirby Super Star Ultra,2008,1.55,0.04,1.19,0.15,2.92
Call of Duty: Ghosts,2013,1.88,0.77,0,0.27,2.92
FIFA 15,2014,0.79,1.92,0,0.21,2.92
Super Mario World 2: Yoshi's Island,2002,1.75,0.45,0.62,0.09,2.91
Mass Effect,2007,1.83,0.79,0.03,0.27,2.91
Sonic Mega Collection Plus,2004,1.54,1.14,0,0.22,2.9
World Soccer Winning Eleven 7 International,2003,0.08,1.24,1.13,0.45,2.9
Sega Superstars Tennis,2008,1.75,0.86,0,0.28,2.89
Hot Shots Golf 3,2001,0.99,0.32,1.38,0.2,2.89
Cooking Mama: Cook Off,2007,1.41,1.12,0.05,0.3,2.89
Call of Duty: Finest Hour,2004,1.51,1.12,0.01,0.24,2.89
WarioWare: Smooth Moves,2006,0.86,1.04,0.73,0.26,2.89
Syphon Filter,1999,2.03,0.72,0.02,0.11,2.88
Imagine: Babyz,2007,1.3,1.26,0,0.31,2.87
Colin McRae Rally,1998,0.09,2.43,0.12,0.22,2.87
Madden NFL 13,2012,2.53,0.15,0,0.17,2.86
The Elder Scrolls III: Morrowind,2002,2.09,0.63,0.03,0.11,2.86
Assassin's Creed IV: Black Flag,2013,1.07,1.31,0.06,0.42,2.85
Command & Conquer: Red Alert,1996,1.37,1.34,0,0.14,2.85
F-Zero,1990,1.37,0.51,0.89,0.07,2.85
Yoshi's Story,1997,1.29,0.53,0.98,0.05,2.85
Mortal Kombat,2011,1.98,0.53,0,0.34,2.84
Madden NFL 10,2009,2.52,0.09,0,0.22,2.83
WWE SmackDown! vs. Raw,2002,1.32,1.08,0.04,0.39,2.83
BioShock,2007,1.65,0.85,0.05,0.28,2.83
Metroid Prime,2002,1.96,0.67,0.1,0.09,2.82
Assassin's Creed: Brotherhood,2010,1.87,0.55,0.11,0.29,2.82
Finding Nemo,2003,1.59,1.05,0.04,0.14,2.82
Zumba Fitness 2,2011,1.51,1.03,0,0.27,2.81
Myst,1994,0.02,2.79,0,0,2.81
Medal of Honor,2010,1.28,1.04,0.07,0.42,2.81
Need for Speed: Most Wanted,2012,0.71,1.46,0.06,0.58,2.81
Imagine: Fashion Designer,2007,1.32,1.19,0,0.3,2.8
WWE SmackDown! Here Comes the Pain,2003,1.32,1.06,0.04,0.38,2.8
Hot Shots Golf,1997,0.29,0.2,2.13,0.18,2.79
A Bug's Life,1998,1.96,0.72,0,0.11,2.79
WWF SmackDown! Just Bring It,2001,1.19,1.15,0.04,0.41,2.79
inFAMOUS: Second Son,2014,1.28,0.98,0.07,0.46,2.79
Dragon Quest V: Tenkuu no Hanayome,1992,0,0,2.78,0.01,2.79
Mortal Kombat Trilogy,1996,1.98,0.7,0,0.11,2.79
Monster Hunter Tri,2011,0.46,0.29,1.96,0.07,2.79
NBA Street,2001,2.19,0.22,0,0.38,2.79
Jak II,2003,1.68,0.74,0,0.36,2.78
Ratchet & Clank: Going Commando,2003,1.44,0.83,0.26,0.25,2.78
Need for Speed: Hot Pursuit,2010,1.05,1.23,0.03,0.47,2.78
Skylanders: Spyro's Adventure,2011,1.35,1.13,0,0.3,2.78
Battlefield 3,2011,0.89,1.43,0,0.46,2.78
Mortal Kombat X,2015,1.5,0.8,0,0.48,2.78
The Sims,2003,1.41,1.12,0,0.24,2.77
Killzone 3,2011,1.45,0.86,0.09,0.38,2.77
Star Wars: The Force Unleashed,2008,1.74,0.77,0,0.26,2.77
Minecraft,2014,1.61,0.9,0,0.25,2.76
Yoshi's Island DS,2006,1.45,0.07,1.1,0.15,2.76
Saints Row: The Third,2011,1.25,1.14,0.07,0.3,2.76
Missile Command,1980,2.56,0.17,0,0.03,2.76
Mario Paint,1992,1.43,0.54,0.71,0.07,2.75
Tekken 6,2009,1.2,0.97,0.17,0.42,2.75
Pokémon Stadium 2,2000,1.02,0.36,1.13,0.23,2.73
Metroid,1986,1.33,0.31,1.04,0.05,2.73
Sonic and the Secret Rings,2007,1.21,1.19,0.04,0.29,2.73
FIFA 16,2015,0.41,1.84,0.05,0.4,2.71
The Legend of Zelda: A Link to the Past,2002,1.75,0.52,0.33,0.1,2.7
Onimusha: Warlords,2001,0.99,0.48,1.09,0.14,2.7
Mario Party,1998,1.25,0.53,0.87,0.05,2.7
L.A. Noire,2011,1.52,0.92,0.02,0.24,2.7
Call of Duty 3,2006,1.49,0.92,0.02,0.27,2.7
Madden NFL 12,2011,2.42,0.11,0,0.16,2.69
LEGO Star Wars II: The Original Trilogy,2006,1.85,0.64,0.01,0.19,2.69
Killzone: Shadow Fall,2013,0.89,1.33,0.08,0.39,2.69
Madden NFL 11,2010,2.38,0.12,0,0.18,2.69
Burnout 3: Takedown,2004,1.23,1.11,0,0.34,2.68
Yokai Watch 2 Shinuchi,2014,0,0,2.68,0,2.68
Mortal Kombat,1992,1.95,0.63,0,0.09,2.67
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,1.63,0.51,0.35,0.18,2.67
Professor Layton and the Last Specter,2009,0.28,1.39,0.68,0.32,2.67
Call Of Duty 2: Big Red One,2005,1.48,0.92,0.01,0.26,2.67
Medal of Honor,1998,1.44,1.09,0,0.14,2.67
Fable,2004,1.99,0.58,0,0.09,2.66
Guitar Hero: World Tour,2008,1.78,0.63,0,0.25,2.66
FIFA 17,2016,0.43,2.05,0,0.17,2.65
Hannah Montana,2006,1.59,0.8,0,0.26,2.65
Tom Clancy's Splinter Cell,2003,1.15,1.11,0,0.4,2.65
Super Mario Bros.: The Lost Levels,1986,0,0,2.65,0,2.65
Need for Speed: Shift,2009,0.69,1.4,0.04,0.52,2.65
Star Wars: Shadows of the Empire,1996,2,0.5,0.12,0.03,2.65
Medal of Honor Heroes,2006,0.86,1.11,0.01,0.66,2.65
Final Fantasy XIII-2,2011,0.78,0.73,0.89,0.23,2.63
Midnight Club: Street Racing,2000,2,0.47,0.02,0.14,2.63
Skate 3,2010,1.47,0.93,0,0.24,2.63
ESPN NFL 2K5,2004,2.15,0.12,0,0.36,2.62
Halo Wars,2009,1.54,0.8,0.04,0.24,2.62
NBA 2K12,2011,2.31,0.14,0.01,0.16,2.62
Pac-Man: Adventures in Time,2006,0.76,1.09,0.12,0.64,2.62
FIFA Soccer 10,2009,0.59,1.79,0.01,0.23,2.62
Medal of Honor,2010,1.56,0.8,0.04,0.21,2.61
Harry Potter and the Chamber of Secrets,2002,0.9,1.22,0.04,0.44,2.61
Streets of Rage,1990,1.86,0.55,0.11,0.08,2.6
God of War Collection,2009,1.7,0.44,0.06,0.4,2.6
NBA Live 2005,2004,2.03,0.21,0,0.35,2.59
Mario Strikers Charged,2007,1.05,1.05,0.24,0.24,2.58
FIFA Soccer 09,2008,0.48,1.63,0.04,0.43,2.58
Style Savvy,2008,0.62,0.82,0.96,0.18,2.58
WWE SmackDown vs. RAW 2007,2006,1.4,0.88,0.03,0.26,2.58
LEGO Star Wars: The Complete Saga,2007,1.53,0.81,0,0.24,2.57
Ratchet & Clank: Up Your Arsenal,2004,1.31,0.74,0.31,0.22,2.57
Madden NFL 08,2007,2.14,0.08,0,0.35,2.57
Monster Hunter Freedom 2,2007,0.37,0.27,1.75,0.18,2.57
Ratchet & Clank Future: Tools of Destruction,2007,0.93,1.1,0.08,0.45,2.56
Super Mario All-Stars: Limited Edition,2010,0.99,0.52,0.92,0.14,2.56
Sonic Adventure 2 Battle,2001,1.7,0.59,0.21,0.07,2.56
Dragon Warrior II,1987,0.15,0,2.41,0,2.56
Ghostbusters: The Video Game (DS Version),2009,1.04,1.22,0.03,0.27,2.56
Madden NFL 13,2012,2.11,0.22,0,0.23,2.56
Dragon Age: Origins,2009,1.76,0.55,0.03,0.22,2.56
Pokémon Colosseum,2003,1.21,0.57,0.7,0.07,2.54
LittleBigPlanet,2009,0.64,1.22,0.01,0.67,2.54
Madden NFL 09,2008,2.21,0.12,0,0.2,2.53
Space Invaders,N/A,2.36,0.14,0,0.03,2.53
Crazy Taxi,2001,1.13,1.12,0.06,0.22,2.52
Art Academy,2010,0.26,1.65,0.33,0.28,2.52
NBA 2K14,2013,2.1,0.19,0,0.23,2.52
Perfect Dark,2000,1.55,0.75,0.16,0.06,2.52
Skylanders Giants,2012,1.48,0.83,0,0.21,2.52
Dragon Warrior,1986,0.49,0,0.52,1.51,2.52
Deca Sports,2008,1.11,0.85,0.29,0.25,2.5
PES 2009: Pro Evolution Soccer,2008,0.13,0.07,0.26,2.05,2.5
Mario Party 2,1999,1.28,0.14,1.08,0.01,2.5
Marvel: Ultimate Alliance,2006,2.29,0.02,0,0.19,2.5
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,1.84,0.56,0,0.09,2.49
Mortal Kombat: Deadly Alliance,2002,1.81,0.52,0,0.15,2.49
Game Party,2007,1.47,0.77,0,0.24,2.48
Bloodborne,2015,1.03,0.81,0.26,0.38,2.48
Tomb Raider: The Last Revelation,1998,1.15,1.14,0.06,0.13,2.48
Mario Party 4,2002,1.13,0.36,0.92,0.07,2.47
Pure,2008,1.38,0.84,0,0.25,2.47
Rock Band,N/A,1.93,0.33,0,0.21,2.47
NBA 2K13,2012,1.73,0.43,0.05,0.27,2.47
Saints Row: The Third,2011,0.86,1.04,0.18,0.38,2.47
Resistance 2,2008,1.15,0.84,0.1,0.38,2.46
NBA 2K15,2014,1.47,0.54,0.01,0.43,2.45
Final Fantasy V,1992,0,0,2.43,0.02,2.45
Final Fantasy Tactics,1997,0.93,0.12,1.34,0.06,2.45
Midnight Club: Los Angeles,2008,1.56,0.53,0.05,0.31,2.45
Twisted Metal 2,1996,2.12,0.25,0,0.07,2.44
The Sims: Bustin' Out,2003,1.07,1.19,0,0.18,2.43
Riven: The Sequel to Myst,1997,1.52,0.82,0,0.1,2.43
LEGO Harry Potter: Years 1-4,2010,1.28,0.93,0,0.22,2.43
Need for Speed (2015),2015,0.5,1.5,0.05,0.37,2.43
Call of Duty: Infinite Warfare,2016,1.46,0.74,0,0.22,2.42
Madden NFL 16,2015,2.08,0.08,0,0.26,2.42
Ice Hockey,1988,1.27,0.32,0.78,0.05,2.42
Sonic Adventure,1998,1.26,0.61,0.46,0.08,2.42
Tom Clancy's Rainbow Six: Vegas 2,2008,1.56,0.6,0.02,0.23,2.42
uDraw Studio,2010,1.65,0.57,0,0.2,2.42
Tomb Raider (2013),2013,0.6,1.26,0.08,0.48,2.42
Need for Speed Carbon: Own the City,2006,0.87,0.97,0,0.58,2.42
Dragon Ball Z: Budokai 2,2003,1.63,0.22,0.51,0.06,2.41
pro evolution soccer 2011,2010,0.29,1.17,0.54,0.41,2.41
ATV Offroad Fury,2001,2.07,0.26,0,0.08,2.41
Dino Crisis,1998,0.81,0.76,0.7,0.14,2.41
Need for Speed: ProStreet,2007,0.69,0,0.04,1.68,2.41
Halo: Combat Evolved Anniversary,2011,1.44,0.7,0.04,0.22,2.4
Tetris Plus,1996,2.1,0.24,0,0.07,2.4
Pro Wrestling,1987,0.77,0.18,1.42,0.03,2.4
Theme Hospital,1997,2.3,0.1,0,0,2.4
Frogger's Adventures: Temple of the Frog,N/A,2.15,0.18,0,0.07,2.39
Monopoly,1994,1.49,0.81,0,0.1,2.39
,1993,1.78,0.53,0,0.08,2.39
Guitar Hero,2005,1.67,0.61,0.03,0.07,2.38
Madden NFL 11,2010,2.04,0.15,0,0.2,2.38
WCW/nWo Revenge,1998,1.94,0.39,0.03,0.02,2.38
Yu-Gi-Oh! The Duelists of the Roses,2001,1.16,0.91,0,0.3,2.38
Dead Island,2011,1.48,0.69,0,0.2,2.37
Half-Life 2,2004,2.28,0.02,0.08,0,2.37
The Incredibles,2004,0.96,1.08,0.04,0.3,2.37
Madden NFL 08,2007,2.18,0.01,0,0.18,2.37
Tony Hawk's Underground 2,2004,1.25,0.86,0.01,0.26,2.37
Zumba Fitness,2010,1.74,0.45,0,0.18,2.37
Madden NFL 10,2009,2.03,0.13,0,0.21,2.37
Kirby's Dream Land 2,1995,0.69,0.14,1.48,0.05,2.36
Midnight Club: Los Angeles,2008,1.68,0.45,0.01,0.21,2.35
Donkey Kong Land II,1996,1.39,0.48,0.4,0.08,2.35
Dragon Warrior Monsters,1998,0,0,2.34,0.01,2.35
Kinect: Disneyland Adventures,2011,1.73,0.43,0.02,0.17,2.35
WWE SmackDown vs Raw 2008,2007,0.92,0,0.01,1.41,2.34
The Legend of Zelda: Majora's Mask 3D,2015,1.15,0.55,0.47,0.17,2.34
LEGO Indiana Jones: The Original Adventures,N/A,1.51,0.61,0,0.21,2.34
Resident Evil - Code: Veronica X,2001,1.08,0.7,0.34,0.21,2.34
NBA 2K16,2015,1.95,0.15,0,0.24,2.34
Kinect Sports: Season Two,2011,1.38,0.72,0.02,0.22,2.34
My Fitness Coach,2008,1.18,0.9,0,0.24,2.32
Mario Tennis,2000,0.78,0.4,1.06,0.07,2.32
Grand Theft Auto,1997,0.79,1.35,0.04,0.14,2.32
James Bond 007: Everything or Nothing,2004,0.85,1.06,0.09,0.32,2.31
Need For Speed: High Stakes,1999,1.58,0.64,0,0.09,2.31
Chrono Trigger,1995,0.28,0,2.02,0.01,2.31
Guild Wars 2,2012,0.96,1.07,0,0.27,2.31
Cool Boarders 3,1998,1.65,0.46,0.1,0.1,2.31
Paper Mario: Sticker Star,2012,1.12,0.41,0.64,0.14,2.3
WarioWare Touched!,2004,0.51,0.45,1.21,0.13,2.3
Batman: Arkham Origins,2013,1.07,0.8,0.04,0.38,2.29
Tomb Raider II,1997,0.91,1.25,0,0.13,2.29
Yokai Watch Busters,2015,0,0,2.29,0,2.29
LEGO Star Wars: The Complete Saga,2007,1.02,0.9,0,0.36,2.29
Need for Speed Underground 2,2004,1.38,0.8,0,0.1,2.28
Pro Evolution Soccer 2010,2009,0.3,1.27,0.46,0.26,2.28
Mario Bros.,1983,0.51,0.12,1.63,0.02,2.28
FIFA Soccer 09,2008,0.38,0.07,0.01,1.82,2.28
LEGO Harry Potter: Years 1-4,2010,1.07,0.99,0,0.22,2.28
The Sims 3,2010,1.27,0.81,0,0.2,2.28
Pokemon Ranger: Shadows of Almia,2008,0.94,0.53,0.62,0.18,2.28
TOCA Touring Car Championship,1997,0.07,2,0.02,0.18,2.28
Dead Island,2011,1.08,0.73,0.15,0.31,2.27
Kirby: Nightmare in Dream Land,2002,1.22,0.1,0.91,0.04,2.27
Wario Land 4,2001,0.9,0.73,0.54,0.09,2.26
Sonic's Ultimate Genesis Collection,2009,1.34,0.6,0,0.31,2.26
Far Cry: Primal,2016,0.6,1.25,0.06,0.35,2.26
Battlefield 1,2016,1.28,0.77,0,0.2,2.25
Onimusha 2: Samurai's Destiny,2002,0.62,0.44,1.06,0.13,2.25
Cool Boarders 2,1997,1.52,0.46,0.2,0.08,2.25
Paper Mario: The Thousand-Year Door,2004,1.48,0.25,0.46,0.06,2.25
Madden NFL 12,2011,1.93,0.15,0,0.17,2.25
God of War: Ascension,2013,1.23,0.63,0.04,0.35,2.25
Guitar Hero III: Legends of Rock,2007,1.4,0.53,0.02,0.3,2.24
Sonic Advance,2001,1.19,0.71,0.22,0.13,2.24
Super Monkey Ball: Banana Blitz,2006,1.05,0.91,0.04,0.24,2.24
Just Dance Kids,2010,1.52,0.54,0,0.18,2.24
Call of Duty 3,N/A,1.17,0.84,0,0.23,2.24
New Super Luigi U,2013,1.25,0.62,0.18,0.18,2.24
Assassin's Creed IV: Black Flag,2013,1.48,0.55,0,0.21,2.23
Spyro: Season of Ice,2001,1.29,0.83,0,0.11,2.23
Dissidia: Final Fantasy,2008,0.51,0.5,0.91,0.31,2.23
Madden NFL 25,2013,1.98,0.06,0,0.19,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,1990,1.74,0.25,0.21,0.03,2.23
Dance Dance Revolution X2,2009,1.09,0.85,0,0.28,2.23
Borderlands 2,2012,1.05,0.72,0.1,0.35,2.23
Prince of Persia: The Sands of Time,2003,0.88,1.03,0,0.31,2.22
Monster Hunter Tri,2009,0.65,0.4,1.05,0.11,2.22
LEGO Marvel Super Heroes,2013,1.24,0.79,0,0.19,2.22
The Legend of Zelda: Link's Awakening DX,1998,1,0.63,0.45,0.13,2.22
Resident Evil 4,2007,1.32,0.56,0.14,0.2,2.22
Tom Clancy's Rainbow Six: Siege,2015,0.55,1.19,0.14,0.33,2.21
Star Wars: The Force Unleashed,2008,1.01,0.85,0,0.35,2.21
Devil May Cry 3: Dante's Awakening Special Edition,2006,1.06,0.82,0.05,0.28,2.21
Frogger,1981,2.06,0.12,0,0.02,2.2
Guitar Hero II,2007,2.01,0.02,0,0.17,2.2
Forza Motorsport 5,2013,1.21,0.79,0.01,0.19,2.2
Rock Band 2,2008,1.78,0.24,0,0.18,2.2
Pro Yakyuu Family Stadium,1986,0.15,0,2.05,0,2.2
Wario Land 3,2000,1.11,0.51,0.34,0.23,2.2
Need for Speed: Hot Pursuit,2010,1.03,0.96,0,0.21,2.2
LEGO Indiana Jones: The Original Adventures,2008,1.4,0.59,0,0.2,2.2
BioShock 2,2010,1.45,0.54,0.02,0.19,2.2
High School Musical: Makin' the Cut!,2007,1.06,0.9,0,0.23,2.2
Star Wars: Knights of the Old Republic,2003,1.68,0.44,0,0.08,2.19
Kirby's Pinball Land,1992,0.87,0.17,1.1,0.05,2.19
Donkey Kong Country,2000,1.04,0.72,0.3,0.13,2.19
Madden NFL 15,2014,1.54,0.25,0,0.4,2.19
Pro Evolution Soccer 2012,2011,0.34,0.96,0.55,0.33,2.19
Saints Row,2006,1.17,0.77,0.02,0.22,2.18
Yu-Gi-Oh: Duel Monsters 4,2000,0,0,2.17,0.01,2.18
ATV Offroad Fury 2,2002,1.92,0.2,0,0.06,2.18
FIFA 15,2014,0.6,1.42,0,0.16,2.18
Mario & Luigi: Superstar Saga,2003,1.48,0.17,0.47,0.06,2.17
Star Wars: Rogue Squadron,1998,1.6,0.46,0.08,0.03,2.17
Tennis,1984,0.48,0.11,1.56,0.02,2.17
Tom Clancy's The Division,2016,1.29,0.68,0,0.2,2.16
Final Fantasy XIII,2010,1.28,0.67,0.01,0.21,2.16
The Sims: House Party,2001,1.23,0.83,0,0.1,2.16
Scribblenauts,2009,1.67,0.3,0.02,0.18,2.16
Sonic Unleashed,2008,1.26,0.67,0.02,0.21,2.16
Syphon Filter 2,2000,1.5,0.55,0.02,0.08,2.15
Pokemon Ranger,2006,1.28,0.03,0.73,0.12,2.15
Volleyball,1987,0.14,0.03,1.98,0,2.15
Skylanders SWAP Force,2013,1.21,0.75,0,0.19,2.15
Overwatch,2016,0.81,0.85,0.15,0.33,2.14
Hitman: Absolution,2012,0.59,1.05,0.07,0.44,2.14
SimCity 2000,1992,1.2,0.84,0,0.1,2.14
R.C. Pro-Am,1988,1.47,0.38,0.19,0.1,2.14
Super Mario RPG: Legend of the Seven Stars,1996,0.66,0,1.45,0.03,2.14
Mahjong,1983,0.01,0,2.13,0,2.14
Demon Attack,1981,1.99,0.12,0,0.02,2.13
Call of Duty: Roads to Victory,2007,0.52,1.02,0,0.59,2.13
Dance Dance Revolution Extreme,2004,1.04,0.81,0,0.27,2.13
Final Fantasy Tactics Advance,2003,0.82,0.37,0.89,0.05,2.13
Your Shape featuring Jenny McCarthy,2009,1.49,0.46,0,0.18,2.12
Project Gotham Racing,2001,1.37,0.61,0.05,0.09,2.12
Golf,1989,0.83,0.33,0.92,0.04,2.12
NBA 2K12,2011,1.62,0.26,0.05,0.18,2.11
Tony Hawk's Pro Skater,2000,1.68,0.4,0,0.03,2.11
Need for Speed: Hot Pursuit 2,2002,1.68,0.31,0.02,0.09,2.11
PES 2009: Pro Evolution Soccer,2008,0.11,1.33,0.4,0.26,2.11
Dynasty Warriors 4,2003,0.63,0.21,1.13,0.13,2.11
NBA 2K14,2013,1.44,0.31,0.04,0.32,2.11
Parasite Eve,1998,0.94,0.07,1.05,0.04,2.1
Tetris DS,2006,0.63,0.05,1.35,0.08,2.1
Project Gotham Racing (JP weekly sales),2002,1.54,0.44,0.04,0.07,2.1
Scooby-Doo! Night of 100 Frights,2002,1.17,0.72,0,0.22,2.1
Battlefield: Hardline,2015,0.71,0.94,0.14,0.32,2.1
Mortal Kombat,2011,1.63,0.31,0,0.16,2.1
Borderlands,2009,1.2,0.6,0,0.29,2.09
Devil May Cry 3: Dante's Awakening,2005,0.99,0.63,0.29,0.19,2.09
Derby Stallion,1997,0,0,1.96,0.14,2.09
NBA 2K11,2010,1.84,0.12,0.01,0.13,2.09
Finding Nemo,2003,1.26,0.6,0.05,0.18,2.09
Dying Light,2015,0.96,0.67,0.12,0.34,2.09
Yokai Watch,2013,0.25,0.45,1.33,0.05,2.09
Dead Rising,2006,1.16,0.64,0.08,0.2,2.08
World of Warcraft: Cataclysm,2010,1.77,0.32,0,0,2.08
Tetris Worlds,2002,1.11,0.71,0,0.27,2.08
Final Fantasy III,2006,0.89,0.04,1.07,0.09,2.08
Sim Theme Park,1998,2.04,0.04,0,0,2.08
Mario Party 5,2003,0.97,0.33,0.73,0.06,2.08
Rock Band,N/A,1.33,0.56,0,0.2,2.08
Warcraft: Orcs & Humans,1994,0.89,1.08,0,0.11,2.08
Mario & Luigi: Dream Team,2013,0.89,0.58,0.46,0.14,2.08
Portal 2,2011,1.41,0.49,0.01,0.17,2.08
Mario Sports Mix,2010,0.88,0.44,0.63,0.12,2.08
Need for Speed: Most Wanted 5-1-0,2005,1.77,0.12,0.02,0.17,2.07
